Qu1,Qu2,ID1,ID2,Distance,Type
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures."".""","What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",3387,3389,0.4940967163359762,Real-Symmetric
Do you support an increase in the retirement age (e.g. to 67)?,Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,3412,3464,0.49411432852151593,Real-Symmetric
Are you in favour of introducing a general minimum wage of CHF 4'000 for all employees for full-time employment?,Are you in favour of lowering the voting age to 16?,3441,3460,0.494510918993303,Real-Symmetric
Are you in favor of further tightening the asylum law?,Are you in favour of Switzerland's candidacy for a seat on the UN Security Council? ,3430,3471,0.49462348355091423,Real-Symmetric
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?",Should the current moratorium on genetically modified plants and animals in Swiss agriculture be extended beyond 2021?,3398,3454,0.4949093595034807,Real-Symmetric
Do you support an increase in the retirement age (e.g. to 67)?,Are you in favour of stricter monitoring of pay equity for women and men? ,3412,3434,0.49548987933927463,Real-Symmetric
An initiative calls for health insurance subsidies to be designed so that no one needs to spend more than ten percent of their disposable income on health insurance premiums. Do you support this proposal?,An initiative calls for liability rules for Swiss companies with regard to compliance with human rights and environmental standards abroad to be tightened. Do you support this proposal?,3421,3470,0.4955477375550441,Real-Symmetric
Should the federal government expand its financial support for continued education and retraining?,"Should the federal government spend more or less in the area of ""Social services""?",3425,3476,0.49584834719881826,Real-Symmetric
Do you support an increase in the retirement age (e.g. to 67)?,"In your opinion, is lowering taxes at the federal level a priority for the next four years?",3412,3436,0.49643341211074027,Real-Symmetric
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?",Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,3398,3428,0.4965318562563169,Real-Symmetric
Should campaign finance for political parties and referendums be openly declared?,Should the introduction of electronic voting in elections and referendums (e-voting) be further pursued?,3458,3459,0.49656702729760677,Real-Symmetric
Are you in favour of restricting competition between the cantons with regard to corporate tax rates?,Are you in favour of a complete liberalisation of business hours for shops?,3439,3443,0.4967382854737202,Real-Symmetric
Should the federal government provide more support for renewable energies?,"Should the federal government spend more or less in the area of ""Public security""?",3450,3474,0.4967603635201267,Real-Symmetric
Would you support the introduction of an opt-out solution of for organ donation?,An initiative wants to give the federal government more powers to introduce measures to reduce healthcare costs (Introduction of a cost barrier). Do you support this proposal?,3419,3422,0.4970271423419544,Real-Symmetric
Do you support an increase in the retirement age (e.g. to 67)?,"Are you in favour of introducing ""Road Pricing"" for motorised individual transport on busy roads?",3412,3452,0.4972285710124215,Real-Symmetric
"Do you support the relaxation of the current measures to protect large predators (lynx, wolves, bears)?",Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,3453,3464,0.4976705887434052,Real-Symmetric
