Qu1,Qu2,Similarity,Type
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,0.46070852875709534,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?","For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",0.46020814776420593,Real-Symmetric
Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,0.45968249440193176,Real-Symmetric
"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.4593060612678528,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.45888814330101013,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,"Should the federal government spend more or less in the area of ""Public security""?",0.45848163962364197,Real-Symmetric
Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,Should direct payments only be granted to farmers with proof of ecological performance?,0.45721402764320374,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Should the state guarantee a comprehensive public service offering also in rural regions?,0.4570230543613434,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.4566272795200348,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.45611220598220825,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,0.45609337091445923,Real-Symmetric
