Qu1,Qu2,Distance,Type
Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.49929688607820066,Real-Symmetric
Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.4998354641083603,Real-Symmetric
Should the construction of new nuclear power plants in Switzerland be allowed again?,Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,0.5004227758199322,Real-Symmetric
Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.5004392125336344,Real-Symmetric
Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,Are you in favor of closer relations with the European Union (EU)?,0.5006368872365864,Real-Symmetric
Are you in favor of stricter controls on equal pay for women and men?,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.5010067817244217,Real-Symmetric
"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.5010210578893949,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,0.5012630959414869,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],0.5017055984716952,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",0.5017193795493948,Real-Symmetric
"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",Should the construction of new nuclear power plants in Switzerland be allowed again?,0.502014275176896,Real-Symmetric
Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",0.5021878298631972,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.5023346278666063,Real-Symmetric
"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?","Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",0.5024223064503206,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?","Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",0.5032301514487665,Real-Symmetric
